Time(mm/dd/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
10/12/2022 11:13:27 PM,"1219","71.6","45","1017"
10/12/2022 11:14:27 PM,"1227","71.6","45","1017"
10/12/2022 11:15:27 PM,"1237","71.6","45","1017"
10/12/2022 11:16:27 PM,"1265","71.6","45","1017"
10/12/2022 11:17:27 PM,"1247","71.5","45","1017"
10/12/2022 11:18:27 PM,"1259","71.5","45","1017"
10/12/2022 11:19:27 PM,"1247","71.5","45","1017"
10/12/2022 11:20:27 PM,"1242","71.5","45","1017"
10/12/2022 11:21:27 PM,"1254","71.5","45","1017"
10/12/2022 11:22:27 PM,"1251","71.4","45","1017"
10/12/2022 11:23:27 PM,"1245","71.4","45","1017"
10/12/2022 11:24:27 PM,"1285","71.4","46","1017"
10/12/2022 11:25:27 PM,"1255","71.4","46","1017"
10/12/2022 11:26:27 PM,"1275","71.3","46","1017"
10/12/2022 11:27:27 PM,"1277","71.4","46","1017"
10/12/2022 11:28:27 PM,"1281","71.3","46","1017"
10/12/2022 11:29:27 PM,"1286","71.3","46","1017"
10/12/2022 11:30:27 PM,"1268","71.3","46","1017"
10/12/2022 11:31:27 PM,"1289","71.3","46","1017"
10/12/2022 11:32:27 PM,"1295","71.2","46","1017"
10/12/2022 11:33:27 PM,"1275","71.3","46","1017"
10/12/2022 11:34:27 PM,"1239","71.3","46","1017"
10/12/2022 11:35:27 PM,"1254","71.2","46","1017"
10/12/2022 11:36:27 PM,"1244","71.2","46","1017"
10/12/2022 11:37:27 PM,"1227","71.2","46","1017"
10/12/2022 11:38:27 PM,"1221","71.2","46","1017"
10/12/2022 11:39:27 PM,"1221","71.2","46","1017"
10/12/2022 11:40:27 PM,"1229","71.2","46","1017"
10/12/2022 11:41:27 PM,"1210","71.2","46","1017"
10/12/2022 11:42:27 PM,"1226","71.2","46","1017"
10/12/2022 11:43:27 PM,"1255","71.1","46","1017"
10/12/2022 11:44:27 PM,"1245","71.1","46","1017"
10/12/2022 11:45:27 PM,"1221","71.1","46","1017"
10/12/2022 11:46:27 PM,"1232","71.1","46","1017"
10/12/2022 11:47:27 PM,"1219","71.1","46","1017"
10/12/2022 11:48:27 PM,"1247","71.0","46","1017"
10/12/2022 11:49:27 PM,"1238","71.0","46","1017"
10/12/2022 11:50:27 PM,"1241","71.0","46","1017"
10/12/2022 11:51:27 PM,"1236","71.0","46","1017"
10/12/2022 11:52:27 PM,"1224","71.0","46","1017"
10/12/2022 11:53:27 PM,"1236","71.0","46","1017"
10/12/2022 11:54:27 PM,"1239","70.9","46","1017"
10/12/2022 11:55:27 PM,"1223","70.9","46","1017"
10/12/2022 11:56:27 PM,"1216","70.9","47","1017"
10/12/2022 11:57:27 PM,"1207","70.9","47","1017"
10/12/2022 11:58:27 PM,"1223","70.9","47","1017"
10/12/2022 11:59:27 PM,"1214","70.9","47","1017"
10/13/2022 12:00:27 AM,"1221","70.9","47","1017"
10/13/2022 12:01:27 AM,"1204","70.8","47","1017"
10/13/2022 12:02:27 AM,"1208","70.8","47","1017"
10/13/2022 12:03:27 AM,"1197","70.8","47","1017"
10/13/2022 12:04:27 AM,"1220","70.8","47","1017"
10/13/2022 12:05:27 AM,"1201","70.8","47","1017"
10/13/2022 12:06:27 AM,"1184","70.8","47","1017"
10/13/2022 12:07:27 AM,"1193","70.8","47","1017"
10/13/2022 12:08:27 AM,"1210","70.7","47","1017"
10/13/2022 12:09:27 AM,"1200","70.7","47","1017"
10/13/2022 12:10:27 AM,"1185","70.7","47","1017"
10/13/2022 12:11:27 AM,"1208","70.7","47","1017"
10/13/2022 12:12:27 AM,"1208","70.7","47","1017"
10/13/2022 12:13:27 AM,"1193","70.7","47","1017"
10/13/2022 12:14:27 AM,"1187","70.7","47","1017"
10/13/2022 12:15:27 AM,"1190","70.6","47","1017"
10/13/2022 12:16:27 AM,"1195","70.6","47","1017"
10/13/2022 12:17:27 AM,"1209","70.6","47","1017"
10/13/2022 12:18:27 AM,"1214","70.6","47","1017"
10/13/2022 12:19:27 AM,"1189","70.6","47","1017"
10/13/2022 12:20:27 AM,"1207","70.6","47","1017"
10/13/2022 12:21:27 AM,"1220","70.6","47","1017"
10/13/2022 12:22:27 AM,"1207","70.6","47","1017"
10/13/2022 12:23:27 AM,"1195","70.6","47","1017"
10/13/2022 12:24:27 AM,"1198","70.6","47","1017"
10/13/2022 12:25:27 AM,"1192","70.5","47","1017"
10/13/2022 12:26:27 AM,"1210","70.5","47","1017"
10/13/2022 12:27:27 AM,"1174","70.4","47","1017"
10/13/2022 12:28:27 AM,"1189","70.5","47","1017"
10/13/2022 12:29:27 AM,"1208","70.5","47","1017"
10/13/2022 12:30:27 AM,"1199","70.4","47","1017"
10/13/2022 12:31:27 AM,"1217","70.4","47","1017"
10/13/2022 12:32:27 AM,"1199","70.4","47","1017"
10/13/2022 12:33:27 AM,"1214","70.4","47","1017"
10/13/2022 12:34:27 AM,"1197","70.4","47","1017"
10/13/2022 12:35:27 AM,"1200","70.4","48","1017"
10/13/2022 12:36:27 AM,"1179","70.4","48","1017"
10/13/2022 12:37:27 AM,"1177","70.4","48","1017"
10/13/2022 12:38:27 AM,"1184","70.4","48","1017"
10/13/2022 12:39:27 AM,"1169","70.4","48","1017"
10/13/2022 12:40:27 AM,"1175","70.4","48","1017"
10/13/2022 12:41:27 AM,"1182","70.3","48","1017"
10/13/2022 12:42:27 AM,"1191","70.3","48","1017"
10/13/2022 12:43:27 AM,"1174","70.3","48","1017"
10/13/2022 12:44:27 AM,"1186","70.3","48","1017"
10/13/2022 12:45:27 AM,"1177","70.3","48","1017"
10/13/2022 12:46:27 AM,"1170","70.3","48","1017"
10/13/2022 12:47:27 AM,"1181","70.3","48","1017"
10/13/2022 12:48:27 AM,"1171","70.3","48","1017"
10/13/2022 12:49:27 AM,"1172","70.3","48","1017"
10/13/2022 12:50:27 AM,"1177","70.3","48","1017"
10/13/2022 12:51:27 AM,"1181","70.3","48","1017"
10/13/2022 12:52:27 AM,"1156","70.3","48","1017"
10/13/2022 12:53:27 AM,"1154","70.3","48","1017"
10/13/2022 12:54:27 AM,"1178","70.3","48","1017"
10/13/2022 12:55:27 AM,"1192","70.3","48","1017"
10/13/2022 12:56:27 AM,"1183","70.3","48","1017"
10/13/2022 12:57:27 AM,"1190","70.3","48","1017"
10/13/2022 12:58:27 AM,"1171","70.2","48","1017"
10/13/2022 12:59:27 AM,"1174","70.2","48","1017"
10/13/2022 1:00:27 AM,"1176","70.3","48","1017"
10/13/2022 1:01:27 AM,"1171","70.2","48","1017"
10/13/2022 1:02:27 AM,"1157","70.2","48","1017"
10/13/2022 1:03:27 AM,"1179","70.2","48","1017"
10/13/2022 1:04:27 AM,"1184","70.2","48","1017"
10/13/2022 1:05:27 AM,"1163","70.1","48","1017"
10/13/2022 1:06:27 AM,"1163","70.2","48","1017"
10/13/2022 1:07:27 AM,"1170","70.1","48","1017"
10/13/2022 1:08:27 AM,"1153","70.2","48","1017"
10/13/2022 1:09:27 AM,"1175","70.1","48","1017"
10/13/2022 1:10:27 AM,"1177","70.2","48","1017"
10/13/2022 1:11:27 AM,"1163","70.1","48","1017"
10/13/2022 1:12:27 AM,"1173","70.1","48","1017"
10/13/2022 1:13:27 AM,"1172","70.0","48","1017"
10/13/2022 1:14:27 AM,"1186","70.1","48","1017"
10/13/2022 1:15:27 AM,"1177","70.1","48","1016"
10/13/2022 1:16:27 AM,"1182","70.0","48","1016"
10/13/2022 1:17:27 AM,"1176","70.1","49","1017"
10/13/2022 1:18:27 AM,"1186","70.0","48","1016"
10/13/2022 1:19:27 AM,"1190","70.0","49","1016"
10/13/2022 1:20:27 AM,"1175","70.0","49","1016"
10/13/2022 1:21:27 AM,"1170","70.0","49","1016"
10/13/2022 1:22:27 AM,"1168","70.1","49","1016"
10/13/2022 1:23:27 AM,"1144","70.0","49","1016"
10/13/2022 1:24:27 AM,"1166","70.0","49","1016"
10/13/2022 1:25:27 AM,"1133","70.0","49","1016"
10/13/2022 1:26:27 AM,"1153","70.0","49","1016"
10/13/2022 1:27:27 AM,"1158","70.0","49","1016"
10/13/2022 1:28:27 AM,"1175","69.9","49","1016"
10/13/2022 1:29:27 AM,"1151","69.9","49","1016"
10/13/2022 1:30:27 AM,"1157","69.9","49","1016"
10/13/2022 1:31:27 AM,"1164","69.9","49","1016"
10/13/2022 1:32:27 AM,"1158","69.9","49","1016"
10/13/2022 1:33:27 AM,"1168","69.9","49","1016"
10/13/2022 1:34:27 AM,"1159","69.9","49","1016"
10/13/2022 1:35:27 AM,"1166","69.9","49","1016"
10/13/2022 1:36:27 AM,"1167","69.9","49","1016"
10/13/2022 1:37:27 AM,"1147","69.9","49","1016"
10/13/2022 1:38:27 AM,"1164","69.9","49","1016"
10/13/2022 1:39:27 AM,"1172","69.8","49","1016"
10/13/2022 1:40:27 AM,"1180","69.8","49","1016"
10/13/2022 1:41:27 AM,"1173","69.8","49","1016"
10/13/2022 1:42:27 AM,"1163","69.8","49","1016"
10/13/2022 1:43:27 AM,"1138","69.7","49","1016"
10/13/2022 1:44:27 AM,"1159","69.8","49","1016"
10/13/2022 1:45:27 AM,"1158","69.8","49","1016"
10/13/2022 1:46:27 AM,"1167","69.8","49","1016"
10/13/2022 1:47:27 AM,"1161","69.7","49","1016"
10/13/2022 1:48:27 AM,"1161","69.7","49","1016"
10/13/2022 1:49:27 AM,"1178","69.7","49","1016"
10/13/2022 1:50:27 AM,"1164","69.7","49","1016"
10/13/2022 1:51:27 AM,"1171","69.7","49","1016"
10/13/2022 1:52:27 AM,"1150","69.7","49","1016"
10/13/2022 1:53:27 AM,"1169","69.7","49","1016"
10/13/2022 1:54:27 AM,"1170","69.7","49","1016"
10/13/2022 1:55:27 AM,"1158","69.7","49","1016"
10/13/2022 1:56:27 AM,"1173","69.7","49","1016"
10/13/2022 1:57:27 AM,"1153","69.7","49","1016"
10/13/2022 1:58:27 AM,"1142","69.6","49","1016"
10/13/2022 1:59:27 AM,"1138","69.7","49","1016"
10/13/2022 2:00:27 AM,"1141","69.6","49","1016"
10/13/2022 2:01:27 AM,"1152","69.7","49","1016"
10/13/2022 2:02:27 AM,"1163","69.6","49","1016"
10/13/2022 2:03:27 AM,"1165","69.6","49","1016"
10/13/2022 2:04:27 AM,"1144","69.7","49","1016"
10/13/2022 2:05:27 AM,"1149","69.6","49","1016"
10/13/2022 2:06:27 AM,"1130","69.6","49","1016"
10/13/2022 2:07:27 AM,"1125","69.6","49","1016"
10/13/2022 2:08:27 AM,"1136","69.6","49","1016"
10/13/2022 2:09:27 AM,"1126","69.6","49","1016"
10/13/2022 2:10:27 AM,"1143","69.6","50","1016"
10/13/2022 2:11:27 AM,"1148","69.6","50","1016"
10/13/2022 2:12:27 AM,"1146","69.6","50","1016"
10/13/2022 2:13:27 AM,"1131","69.6","50","1016"
10/13/2022 2:14:27 AM,"1128","69.5","50","1016"
10/13/2022 2:15:27 AM,"1145","69.6","50","1016"
10/13/2022 2:16:27 AM,"1152","69.5","50","1016"
10/13/2022 2:17:27 AM,"1123","69.5","50","1016"
10/13/2022 2:18:27 AM,"1120","69.6","50","1016"
10/13/2022 2:19:27 AM,"1130","69.5","50","1016"
10/13/2022 2:20:27 AM,"1125","69.6","50","1016"
10/13/2022 2:21:27 AM,"1145","69.4","50","1016"
10/13/2022 2:22:27 AM,"1131","69.5","50","1016"
10/13/2022 2:23:27 AM,"1122","69.5","50","1016"
10/13/2022 2:24:27 AM,"1140","69.5","50","1016"
10/13/2022 2:25:27 AM,"1146","69.5","50","1016"
10/13/2022 2:26:27 AM,"1133","69.5","50","1016"
10/13/2022 2:27:27 AM,"1141","69.4","50","1016"
10/13/2022 2:28:27 AM,"1150","69.5","50","1016"
10/13/2022 2:29:27 AM,"1166","69.4","50","1016"
10/13/2022 2:30:27 AM,"1129","69.4","50","1016"
10/13/2022 2:31:27 AM,"1134","69.4","50","1016"
10/13/2022 2:32:27 AM,"1144","69.4","50","1016"
10/13/2022 2:33:27 AM,"1141","69.4","50","1016"
10/13/2022 2:34:27 AM,"1126","69.4","50","1016"
10/13/2022 2:35:27 AM,"1117","69.4","50","1016"
10/13/2022 2:36:27 AM,"1124","69.4","50","1016"
10/13/2022 2:37:27 AM,"1115","69.4","50","1016"
10/13/2022 2:38:27 AM,"1106","69.4","50","1016"
10/13/2022 2:39:27 AM,"1108","69.4","50","1016"
10/13/2022 2:40:27 AM,"1101","69.4","50","1016"
10/13/2022 2:41:27 AM,"1106","69.3","50","1016"
10/13/2022 2:42:27 AM,"1117","69.4","50","1016"
10/13/2022 2:43:27 AM,"1107","69.4","50","1016"
10/13/2022 2:44:27 AM,"1117","69.3","50","1016"
10/13/2022 2:45:27 AM,"1132","69.3","50","1016"
10/13/2022 2:46:27 AM,"1136","69.3","50","1016"
10/13/2022 2:47:27 AM,"1142","69.3","50","1016"
10/13/2022 2:48:27 AM,"1139","69.4","50","1016"
10/13/2022 2:49:27 AM,"1085","69.3","50","1016"
10/13/2022 2:50:27 AM,"1124","69.3","50","1016"
10/13/2022 2:51:27 AM,"1114","69.3","50","1016"
10/13/2022 2:52:27 AM,"1121","69.3","50","1016"
10/13/2022 2:53:27 AM,"1102","69.3","50","1016"
10/13/2022 2:54:27 AM,"1122","69.3","50","1016"
10/13/2022 2:55:27 AM,"1128","69.3","50","1016"
10/13/2022 2:56:27 AM,"1141","69.3","50","1016"
10/13/2022 2:57:27 AM,"1125","69.3","50","1016"
10/13/2022 2:58:27 AM,"1136","69.3","50","1016"
10/13/2022 2:59:27 AM,"1127","69.3","50","1016"
10/13/2022 3:00:27 AM,"1112","69.3","50","1016"
10/13/2022 3:01:27 AM,"1107","69.3","50","1016"
10/13/2022 3:02:27 AM,"1116","69.3","50","1016"
10/13/2022 3:03:27 AM,"1110","69.3","50","1016"
10/13/2022 3:04:27 AM,"1116","69.3","50","1016"
10/13/2022 3:05:27 AM,"1127","69.3","50","1016"
10/13/2022 3:06:27 AM,"1123","69.3","50","1016"
10/13/2022 3:07:27 AM,"1131","69.3","50","1016"
10/13/2022 3:08:27 AM,"1105","69.2","50","1016"
10/13/2022 3:09:27 AM,"1116","69.2","50","1016"
10/13/2022 3:10:27 AM,"1119","69.2","51","1016"
10/13/2022 3:11:27 AM,"1111","69.2","51","1016"
10/13/2022 3:12:27 AM,"1092","69.2","51","1016"
10/13/2022 3:13:27 AM,"1110","69.2","51","1016"
10/13/2022 3:14:27 AM,"1109","69.2","51","1016"
10/13/2022 3:15:27 AM,"1115","69.2","51","1016"
10/13/2022 3:16:27 AM,"1107","69.2","51","1016"
10/13/2022 3:17:27 AM,"1096","69.1","51","1016"
10/13/2022 3:18:27 AM,"1107","69.2","51","1016"
10/13/2022 3:19:27 AM,"1119","69.2","51","1015"
10/13/2022 3:20:27 AM,"1115","69.2","51","1015"
10/13/2022 3:21:27 AM,"1106","69.2","51","1015"
10/13/2022 3:22:27 AM,"1127","69.2","51","1016"
10/13/2022 3:23:27 AM,"1134","69.1","51","1016"
10/13/2022 3:24:27 AM,"1106","69.2","51","1015"
10/13/2022 3:25:27 AM,"1122","69.1","51","1016"
10/13/2022 3:26:27 AM,"1122","69.1","51","1015"
10/13/2022 3:27:27 AM,"1118","69.1","51","1016"
10/13/2022 3:28:27 AM,"1111","69.1","51","1015"
10/13/2022 3:29:27 AM,"1112","69.1","51","1016"
10/13/2022 3:30:27 AM,"1108","69.1","51","1016"
10/13/2022 3:31:27 AM,"1110","69.1","51","1016"
10/13/2022 3:32:27 AM,"1105","69.1","51","1015"
10/13/2022 3:33:27 AM,"1115","69.1","51","1016"
10/13/2022 3:34:27 AM,"1125","69.0","51","1016"
10/13/2022 3:35:27 AM,"1125","69.1","51","1016"
10/13/2022 3:36:27 AM,"1119","69.1","51","1015"
10/13/2022 3:37:27 AM,"1119","69.0","51","1016"
10/13/2022 3:38:27 AM,"1127","69.0","51","1016"
10/13/2022 3:39:27 AM,"1121","69.0","51","1016"
10/13/2022 3:40:27 AM,"1105","69.0","51","1015"
10/13/2022 3:41:27 AM,"1094","69.0","51","1015"
10/13/2022 3:42:27 AM,"1104","69.0","51","1015"
10/13/2022 3:43:27 AM,"1119","69.0","51","1015"
10/13/2022 3:44:27 AM,"1110","68.9","51","1015"
10/13/2022 3:45:27 AM,"1121","69.0","51","1015"
10/13/2022 3:46:27 AM,"1095","69.0","51","1015"
10/13/2022 3:47:27 AM,"1094","68.9","51","1015"
10/13/2022 3:48:27 AM,"1111","69.0","51","1015"
10/13/2022 3:49:27 AM,"1110","69.0","51","1015"
10/13/2022 3:50:27 AM,"1130","68.9","51","1015"
10/13/2022 3:51:27 AM,"1115","68.9","51","1015"
10/13/2022 3:52:27 AM,"1111","68.9","51","1015"
10/13/2022 3:53:27 AM,"1124","68.9","51","1015"
10/13/2022 3:54:27 AM,"1118","68.9","51","1015"
10/13/2022 3:55:27 AM,"1112","68.9","51","1015"
10/13/2022 3:56:27 AM,"1108","68.9","51","1015"
10/13/2022 3:57:27 AM,"1132","68.9","51","1015"
10/13/2022 3:58:27 AM,"1115","68.9","51","1015"
10/13/2022 3:59:27 AM,"1109","68.9","51","1015"
10/13/2022 4:00:27 AM,"1127","68.9","51","1015"
10/13/2022 4:01:27 AM,"1114","68.9","51","1015"
10/13/2022 4:02:27 AM,"1108","68.9","51","1015"
10/13/2022 4:03:27 AM,"1090","68.9","51","1015"
10/13/2022 4:04:27 AM,"1116","68.8","51","1015"
10/13/2022 4:05:27 AM,"1127","68.9","51","1015"
10/13/2022 4:06:27 AM,"1118","68.8","51","1015"
10/13/2022 4:07:27 AM,"1100","68.8","51","1015"
10/13/2022 4:08:27 AM,"1109","68.8","51","1015"
10/13/2022 4:09:27 AM,"1094","68.8","51","1015"
10/13/2022 4:10:27 AM,"1115","68.8","51","1015"
10/13/2022 4:11:27 AM,"1089","68.8","51","1015"
10/13/2022 4:12:27 AM,"1087","68.8","51","1015"
10/13/2022 4:13:27 AM,"1106","68.8","51","1015"
10/13/2022 4:14:27 AM,"1099","68.8","51","1015"
10/13/2022 4:15:27 AM,"1114","68.8","51","1015"
10/13/2022 4:16:27 AM,"1109","68.8","51","1015"
10/13/2022 4:17:27 AM,"1109","68.8","51","1015"
10/13/2022 4:18:27 AM,"1116","68.7","51","1015"
10/13/2022 4:19:27 AM,"1117","68.7","51","1015"
10/13/2022 4:20:27 AM,"1110","68.8","51","1015"
10/13/2022 4:21:27 AM,"1106","68.8","51","1015"
10/13/2022 4:22:27 AM,"1131","68.7","51","1015"
10/13/2022 4:23:27 AM,"1098","68.7","51","1015"
10/13/2022 4:24:27 AM,"1110","68.7","51","1015"
10/13/2022 4:25:27 AM,"1114","68.7","52","1015"
10/13/2022 4:26:27 AM,"1091","68.7","52","1015"
10/13/2022 4:27:27 AM,"1104","68.7","51","1015"
10/13/2022 4:28:27 AM,"1116","68.7","52","1015"
10/13/2022 4:29:27 AM,"1113","68.7","52","1015"
10/13/2022 4:30:27 AM,"1109","68.7","52","1015"
10/13/2022 4:31:27 AM,"1096","68.7","52","1015"
10/13/2022 4:32:27 AM,"1088","68.7","52","1015"
10/13/2022 4:33:27 AM,"1097","68.7","52","1015"
10/13/2022 4:34:27 AM,"1110","68.7","52","1015"
10/13/2022 4:35:27 AM,"1101","68.7","52","1015"
10/13/2022 4:36:27 AM,"1113","68.7","52","1015"
10/13/2022 4:37:27 AM,"1098","68.6","52","1015"
10/13/2022 4:38:27 AM,"1108","68.6","52","1015"
10/13/2022 4:39:27 AM,"1112","68.6","52","1015"
10/13/2022 4:40:27 AM,"1092","68.6","52","1015"
10/13/2022 4:41:27 AM,"1110","68.6","52","1015"
10/13/2022 4:42:27 AM,"1095","68.6","52","1015"
10/13/2022 4:43:27 AM,"1095","68.6","52","1015"
10/13/2022 4:44:27 AM,"1095","68.6","52","1015"
10/13/2022 4:45:27 AM,"1104","68.5","52","1015"
10/13/2022 4:46:27 AM,"1101","68.6","52","1015"
10/13/2022 4:47:27 AM,"1107","68.6","52","1015"
10/13/2022 4:48:27 AM,"1105","68.6","52","1015"
10/13/2022 4:49:27 AM,"1097","68.5","52","1015"
10/13/2022 4:50:27 AM,"1094","68.5","52","1015"
10/13/2022 4:51:27 AM,"1090","68.6","52","1015"
10/13/2022 4:52:27 AM,"1094","68.5","52","1015"
10/13/2022 4:53:27 AM,"1085","68.5","52","1015"
10/13/2022 4:54:27 AM,"1107","68.5","52","1015"
10/13/2022 4:55:27 AM,"1093","68.5","52","1015"
10/13/2022 4:56:27 AM,"1102","68.5","52","1015"
10/13/2022 4:57:27 AM,"1127","68.5","52","1015"
10/13/2022 4:58:27 AM,"1114","68.5","52","1015"
10/13/2022 4:59:27 AM,"1139","68.5","52","1015"
10/13/2022 5:00:27 AM,"1137","68.5","52","1015"
10/13/2022 5:01:27 AM,"1120","68.5","52","1015"
10/13/2022 5:02:27 AM,"1146","68.5","52","1015"
10/13/2022 5:03:27 AM,"1151","68.5","52","1015"
10/13/2022 5:04:27 AM,"1131","68.5","52","1015"
10/13/2022 5:05:27 AM,"1144","68.5","52","1015"
10/13/2022 5:06:27 AM,"1155","68.5","52","1015"
10/13/2022 5:07:27 AM,"1152","68.5","52","1015"
10/13/2022 5:08:27 AM,"1142","68.5","52","1015"
10/13/2022 5:09:27 AM,"1163","68.5","52","1015"
10/13/2022 5:10:27 AM,"1152","68.5","52","1015"
10/13/2022 5:11:27 AM,"1157","68.5","52","1015"
10/13/2022 5:12:27 AM,"1161","68.5","52","1015"
10/13/2022 5:13:27 AM,"1154","68.5","52","1015"
10/13/2022 5:14:28 AM,"1154","68.5","52","1015"
10/13/2022 5:15:28 AM,"1164","68.5","52","1015"
10/13/2022 5:16:28 AM,"1139","68.5","52","1015"
10/13/2022 5:17:28 AM,"1152","68.5","52","1015"
10/13/2022 5:18:28 AM,"1150","68.5","52","1015"
10/13/2022 5:19:28 AM,"1177","68.5","52","1015"
10/13/2022 5:20:28 AM,"1149","68.5","52","1015"
10/13/2022 5:21:28 AM,"1173","68.5","52","1015"
10/13/2022 5:22:28 AM,"1161","68.5","52","1015"
10/13/2022 5:23:28 AM,"1156","68.5","52","1015"
10/13/2022 5:24:28 AM,"1171","68.5","52","1015"
10/13/2022 5:25:28 AM,"1155","68.4","52","1015"
10/13/2022 5:26:28 AM,"1167","68.5","52","1015"
10/13/2022 5:27:28 AM,"1159","68.4","52","1015"
10/13/2022 5:28:28 AM,"1152","68.5","52","1015"
10/13/2022 5:29:28 AM,"1163","68.5","52","1014"
10/13/2022 5:30:28 AM,"1164","68.5","52","1014"
10/13/2022 5:31:28 AM,"1154","68.4","52","1014"
10/13/2022 5:32:28 AM,"1151","68.4","52","1014"
10/13/2022 5:33:28 AM,"1162","68.5","52","1014"
10/13/2022 5:34:28 AM,"1180","68.4","52","1015"
10/13/2022 5:35:28 AM,"1147","68.5","52","1014"
10/13/2022 5:36:28 AM,"1147","68.5","52","1014"
10/13/2022 5:37:28 AM,"1179","68.4","52","1014"
10/13/2022 5:38:28 AM,"1156","68.4","52","1014"
10/13/2022 5:39:28 AM,"1145","68.4","52","1014"
10/13/2022 5:40:28 AM,"1153","68.5","52","1014"
10/13/2022 5:41:28 AM,"1163","68.4","52","1014"
10/13/2022 5:42:28 AM,"1159","68.4","52","1014"
10/13/2022 5:43:28 AM,"1160","68.4","52","1014"
10/13/2022 5:44:28 AM,"1162","68.4","52","1014"
10/13/2022 5:45:28 AM,"1162","68.4","52","1014"
10/13/2022 5:46:28 AM,"1171","68.4","52","1014"
10/13/2022 5:47:28 AM,"1174","68.4","52","1014"
10/13/2022 5:48:28 AM,"1170","68.4","52","1014"
10/13/2022 5:49:28 AM,"1158","68.4","52","1014"
10/13/2022 5:50:28 AM,"1174","68.4","52","1014"
10/13/2022 5:51:28 AM,"1173","68.4","52","1014"
10/13/2022 5:52:28 AM,"1162","68.4","52","1014"
10/13/2022 5:53:28 AM,"1187","68.4","53","1014"
10/13/2022 5:54:28 AM,"1188","68.4","53","1014"
10/13/2022 5:55:28 AM,"1187","68.3","53","1014"
10/13/2022 5:56:28 AM,"1168","68.4","53","1014"
10/13/2022 5:57:28 AM,"1145","68.4","53","1014"
10/13/2022 5:58:28 AM,"1175","68.4","53","1014"
10/13/2022 5:59:28 AM,"1170","68.3","53","1014"
10/13/2022 6:00:28 AM,"1168","68.4","53","1014"
10/13/2022 6:01:28 AM,"1182","68.4","53","1014"
10/13/2022 6:02:28 AM,"1184","68.4","53","1014"
10/13/2022 6:03:28 AM,"1167","68.3","53","1014"
10/13/2022 6:04:28 AM,"1185","68.3","53","1014"
10/13/2022 6:05:28 AM,"1145","68.3","53","1014"
10/13/2022 6:06:28 AM,"1140","68.3","53","1014"
10/13/2022 6:07:28 AM,"1131","68.3","53","1014"
10/13/2022 6:08:28 AM,"1093","68.3","53","1014"
10/13/2022 6:09:28 AM,"1095","68.3","53","1014"
10/13/2022 6:10:28 AM,"1081","68.3","53","1014"
10/13/2022 6:11:28 AM,"1073","68.3","53","1014"
10/13/2022 6:12:28 AM,"1028","68.3","53","1014"
10/13/2022 6:13:28 AM,"1030","68.3","53","1014"
10/13/2022 6:14:28 AM,"1041","68.3","53","1014"
10/13/2022 6:15:28 AM,"1041","68.3","53","1014"
10/13/2022 6:16:28 AM,"1037","68.3","53","1014"
10/13/2022 6:17:28 AM,"1023","68.3","53","1014"
10/13/2022 6:18:28 AM,"1023","68.3","53","1014"
10/13/2022 6:19:28 AM,"1029","68.3","53","1014"
10/13/2022 6:20:28 AM,"1014","68.3","53","1014"
10/13/2022 6:21:28 AM,"1028","68.3","53","1014"
10/13/2022 6:22:28 AM,"1018","68.4","53","1014"
10/13/2022 6:23:28 AM,"1021","68.3","53","1014"
10/13/2022 6:24:28 AM,"1023","68.4","53","1014"
10/13/2022 6:25:28 AM,"1020","68.4","53","1014"
10/13/2022 6:26:28 AM,"1039","68.4","53","1014"
10/13/2022 6:27:28 AM,"1044","68.4","53","1014"
10/13/2022 6:28:28 AM,"1027","68.4","53","1014"
10/13/2022 6:29:28 AM,"1022","68.4","53","1014"
10/13/2022 6:30:28 AM,"1027","68.4","53","1014"
10/13/2022 6:31:28 AM,"1031","68.5","53","1014"
10/13/2022 6:32:28 AM,"1034","68.4","53","1014"
10/13/2022 6:33:28 AM,"1016","68.5","53","1014"
10/13/2022 6:34:28 AM,"1047","68.5","53","1014"
10/13/2022 6:35:28 AM,"1030","68.5","53","1014"
10/13/2022 6:36:28 AM,"1052","68.5","53","1014"
10/13/2022 6:37:28 AM,"1037","68.5","53","1014"
10/13/2022 6:38:28 AM,"1032","68.5","53","1014"
10/13/2022 6:39:28 AM,"1004","68.5","53","1014"
10/13/2022 6:40:28 AM,"1014","68.5","53","1014"
10/13/2022 6:41:28 AM,"1000","68.5","53","1014"
10/13/2022 6:42:28 AM,"1004","68.5","53","1014"
10/13/2022 6:43:28 AM,"1013","68.5","53","1014"
10/13/2022 6:44:28 AM,"1007","68.6","53","1014"
10/13/2022 6:45:28 AM,"1019","68.6","53","1014"
10/13/2022 6:46:28 AM,"1018","68.6","53","1014"
10/13/2022 6:47:28 AM,"1027","68.6","53","1014"
10/13/2022 6:48:28 AM,"1018","68.6","53","1014"
10/13/2022 6:49:28 AM,"1068","68.6","55","1014"
10/13/2022 6:50:28 AM,"970","68.9","56","1014"
10/13/2022 6:51:28 AM,"940","69.0","56","1014"
10/13/2022 6:52:28 AM,"935","69.1","55","1014"
10/13/2022 6:53:28 AM,"905","69.3","55","1014"
10/13/2022 6:54:28 AM,"899","69.3","55","1014"
10/13/2022 6:55:28 AM,"896","69.3","54","1014"
10/13/2022 6:56:28 AM,"888","69.4","54","1014"
