unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breatheability_pascals_source,breatheability_pascals_notes
Powecom KN95 Protective Mask 2,,97.04,110.82,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangzhou_Powecom_Labor_Insurance_Supplies_Co._Ltd.Powecom_KN95_Protective_Mask1.png?v=1676320602,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Powecom KN95,,98.18,98.07,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangzhou_Powecom_Labor_Insurance_Supplies_Co._Ltd.KN95_1.png?v=1676320612,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Powecom KN95 Protective Mask 3,,99.43,144.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangzhou_Powecom_Labor_Insurance_Supplies_Co._Ltd.KN95_Protective_Mask1.png?v=1676320622,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Powecom 9502 Particle filtering half mask (non-medical),,99.62,111.8,,,N95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangzhou_Powecom_Labor_Insurance_Supplies_Co.Ltd.9502_Particle_filtering_half_masknon-medical1.png?v=1676320632,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Powecom KN95 (Earloop style),,99.03,97.09,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangzhou_Powecom_Labor_Insurance_Supplies_Co._Ltd.KN95_Earloop_style.png?v=1676320642,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Anhui Jiabao Grey Protective Mask,,98.67,161.81,,,KN95,Flat-Fold,Earloop,Grey,,,,//www.armbrustusa.com/cdn/shop/articles/Anhui_Jinling_Plastics_Company_Limited1.png?v=1676394849,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HED	9501,,95.04,124.54,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Hangzhou_Biopharmaceutical_National_High-tech_Industrial_Base_Investment_Management_Co._Ltd._1.jpg?v=1676317527,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Fengzihihuang Industrial Model HF/KN95-3,,99.37,147.1,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Henan_Fengzhihuang_Industrial_Co._Ltd._Model_HF_KN95-3_1.jpg?v=1676320731,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Hui You KN95,,95.25,108.85,,,KN95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Hui_You_KN95_1.png?v=1676317299,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
GCPC G95200,,98.89,138.27,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Huizhou_Green_Communication_Equipment_Manufacturing_Co._Ltd.1.png?v=1676320760,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HV-N 9501A,,96.23,55.9,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Huizhou_Huinuo_Technology_Co._Ltd._9501A_1.png?v=1676317401,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
MediConcepts	2676,,95.97,166.71,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Huizhou_RD_Plastic_Co._Ltd._02676_2.png?v=1676320323,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Wondo Medical Protective Mask (Non-Sterile) – Foldable Type,,96.07,117.68,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Hunan_Wondo_Medical_Supplies_Co._Ltd._Medical_Protective_Mask_Non-Sterile_Foldable_Type_1.png?v=1676395556,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Chaomei Daily Chemicals CM 9527,,97.87,97.09,,,KN95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiande_Chaomei_Daily_Chemicals_Co._Ltd._CM_9527_1.png?v=1676394337,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Chaomei Daily Chemicals F-Y3-A Medical Protective Masks,,97.75,123.56,,,KN95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiande_Chaomei_Daily_Chemicals_Co._Ltd._F-Y3-A_Medical_Protective_Masks_1.png?v=1676394346,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Chaomei Daily Chemicals 6005-1,,98.73,102.97,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiande_Chaomei_Daily_Chemicals_Co._Ltd._6005-1_1.png?v=1676394197,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Chaomei Daily Chemicals 6002A-1,,98.16,159.85,,,KN95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiande_Chaomei_Daily_Chemical_Co._Ltd._6002A-1_1.png?v=1676394188,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Huayue Industrial HY9501 Folding Mask – KN95,,98.48,150.04,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangmen_Huayue_Industrial_Co._Ltd._1.png?v=1676317309,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Mether M-9501,,99.53,150.04,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Anhui_Zhongke_Duling_Commercial_Appliance_Co._Ltd.1.png?v=1676394884,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Wei Bang	KN95 Disposable Particulate Respirator,,97.89,98.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangsu_Weibang_Medical_Products_Co._Ltd._1.png?v=1676395488,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Eimo 9570K,,99.38,121.6,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangsu_Yimao_Filter_Media_Co._Ltd._1.png?v=1676320951,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Guoyou GY-01,,98.57,169.66,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangxi_Guoyou_Medical_Technology_Co._LTD_1.png?v=1676319149,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Mocue MC 950V,,95.39,62.76,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiaxing_Furuibang_New_Material_Technology_Co._Ltd._1.png?v=1676320381,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr. Family Disposable Non-Medical Face Mask (KN95),,98.54,119.64,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jinhua_Jiadaifu_Medical_Supplies_Co._Ltd.Disposable_Non-Medical_Face_Mask_KN95_1.png?v=1676321053,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr. Family KN95 Mask,,98.86,130.43,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jinhua_Jiadaifu_Medical_Supplies_Co._Ltd._-1.png?v=1676321063,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Naisian 1981,,95.54,140.24,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Kaiping_Yuanbo_Daily_Necessities_Co._Ltd._1.png?v=1676320399,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Kingfa KF-A (Adult),,98.31,162.79,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/KINGFA_1.png?v=1676317689,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dobu #201,,99.85,88.26,,,KF94,Boat,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/KM_Corporation_1.png?v=1676320913,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Laianzhi KLT01,,97.83,167.69,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Laianzhi_1.png?v=1676317699,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Liaoning Baosheng	KN95 Protective Mask,,96.07,136.31,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Baosheng_Medical_Technology_Co._Ltd._1.png?v=1676317799,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shengjingtang	Medical Protective Mask N95,,96.71,74.53,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Shengjingtang_Biotechnology_Co._Ltd._1.png?v=1676394621,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Liyuan KN95,,97.11,173.58,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liyuan_Filter_Material_Co._Ltd._1.png?v=1676317860,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 060320 2,,96.93,92.18,,,N95,Cone,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Hubei_Industrial_Co._Ltd._1.png?v=1676318383,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 051420,,98.65,202.02,,,N95,Cone,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Makrite_Hubei_Industrial_Co._Ltd._1.png?v=1676319032,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 052320,,98.89,107.87,,,N95,Cone,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Makrite_Hubei_Industrial_Co._Ltd._1_1.png?v=1676319044,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 052920,,98.87,79.43,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1.png?v=1676319055,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 060220,,99.11,122.58,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_1.png?v=1676319067,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 060420,,99.3,112.78,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_3.png?v=1676319092,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 060520,,95.27,156.91,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_f17bebc5-1c1f-490f-8f07-b3e0e28f5071.png?v=1676319116,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 060820,,97.75,107.87,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_32795d5b-03ae-4781-b261-e695771f9dae.png?v=1676318415,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 061220,,97.32,85.32,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_ee08ee4e-83dc-4211-b437-b6f0ce34efba.png?v=1676318425,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
