unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breathability_pascals_source,breathability_pascals_notes,uimc_lower,initial_cost_us_dollars,depth_mm,mass_grams
WWDOLL Kids KN95 Face Mask,,98.5,180.0,,,KN95,Bifold,Earloop,Black,https://www.amazon.com/Kids-KN95-Face-Mask-Efficiency%E2%89%A595/dp/B08Q8J5MNQ/ref=sr_1_3_sspa?crid=302OFE7X4V022&dchild=1&keywords=kids+kn95+mask&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=8-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFETE85WlRRQkExWFAmZW5jcnlwdGVkSWQ9QTAxMzg0MDAzVjU1MEZZVUtMUVlRJmVuY3J5cHRlZEFkSWQ9QTA3MjA3MjkyTEgxRVNNSDM3UkE3JndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,//www.armbrustusa.com/cdn/shop/articles/598_wwdoll_up.jpg?v=1645108131,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),wwdoll kids kn95 face mask,,,
WWDOLL KN95 Foldable 95% PFE Protective Mask,,99.56,153.18,,,KN95,Bifold,Earloop,Black,https://www.amazon.com/gp/product/B08JQNGX19/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/539-wwdoll-KN96-black--.HEIC_f1d48114-6986-4c5e-81a9-26c911fa634b.jpg?v=1676396496,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),wwdoll kn95 foldable 95% pfe protective mask,,,
WWDOLL KN95 Foldable Protective Masks,,99.43,215.26,,,KN95,Bifold,Earloop,White,https://www.amazon.com/gp/product/B08JRD37MV/ref=ppx_od_dt_b_asin_title_s05?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/533-WWDoll-KN95_.HEIC-2.jpg?v=1675895742,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),wwdoll kn95 foldable protective masks,,,
Yongjie - KN95 Face Masks,,98.68,125.22,,,KN95,Bifold,Earloop,White,https://www.amazon.com/gp/product/B087433DTT/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1,,,//www.armbrustusa.com/cdn/shop/articles/526_-_Yongjie_-_KN95_1__heic.jpg?v=1675895391,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),yongjie - kn95 face masks,,,
Yuikio KN95 Protective Mask,,99.79,127.2,,,KN95,Bifold,Earloop,White,https://www.amazon.com/gp/product/B08P1DG76P/ref=ppx_od_dt_b_asin_title_s03?ie=UTF8&psc=1,,,https://cdn.shopify.com/s/files/1/0384/4145/1653/files/P1020875.jpg?v=1651612999,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),yuikio kn95 protective mask,,,
Zerobay KF94 Face Mask,,97.17,121.0,,,KF94,Boat,Earloop,White,https://www.amazon.com/Zerobay-4-Layers-Protective-Certified-Individually/dp/B08YM72JWH/ref=sr_1_49?crid=302OFE7X4V022&dchild=1&keywords=kids%2Bkn95%2Bmask&qid=1633728214&sprefix=kids%2Bkn%2Caps%2C222&sr=8-49&th=1,,,//www.armbrustusa.com/cdn/shop/articles/624_zerobay_up.jpg?v=1676402964,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),zerobay kf94 face mask,,,
Zovator (Harley) N95 Mask NIOSH N95 TC-84A-6973,,99.35,88.6,,,N95,Bifold,Headstrap,White,https://www.amazon.com/Breathable-Disposable-Particulate-Respirator-Universal/dp/B09C83BW1T/ref=sw_img_sspa_dk_huc_pt_expsub_4?_encoding=UTF8&pd_rd_i=B09C83BW1T&pd_rd_w=8RGOs&pf_rd_p=faa7bbf3-ed92-4e3c-bdb3-3bb45fd8d24c&pf_rd_r=E7VAEXM3J1V8857AA27T&pd_rd_r=7ccc4a72-61e5-40c8-a096-f9e01f1e3b09&pd_rd_wg=3IqS8&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExUjFZMFZJTUhLTUpKJmVuY3J5cHRlZElkPUEwMTU0ODg5MlQyQkpDOTFOOEZYSSZlbmNyeXB0ZWRBZElkPUEwODM3MzQ3Mlk2WFo0SFdYOUcySSZ3aWRnZXROYW1lPXNwX2h1Y19tcmFpJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,//www.armbrustusa.com/cdn/shop/articles/582_zovator_up.jpg?v=1676403527,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),zovator (harley) n95 mask niosh n95 tc-84a-6973,,,
3M 6100 Small for Med/Low nose,,,,120.64999999999999,114.3,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057394/,,,"https://static.wixstatic.com/media/090778_5209ed65b8bf4e0ba73c92194368329c~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_5209ed65b8bf4e0ba73c92194368329c~mv2.jpg",,,,,,15,45.72,79
3M 6200 Medium for Med/Low nose,,,,114.3,127.0,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057394/,,,"https://static.wixstatic.com/media/090778_e0d2c9c5d7bc47b7b07eb7774dd3a623~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_e0d2c9c5d7bc47b7b07eb7774dd3a623~mv2.jpg",,,,,,15,45.72,90
3M 6300 Large for Med/Low nose,,,,127.0,133.35,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057394/,,,"https://static.wixstatic.com/media/090778_76db4335679c442780f9b04dd8efd6a9~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_76db4335679c442780f9b04dd8efd6a9~mv2.jpg",,,,,,15,48.26,83
3M 6501 Small for Med/High nose,,,,114.3,120.64999999999999,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000154018/,,,"https://static.wixstatic.com/media/090778_f066224ffccc4ff0ab207ebb166f8fb2~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_f066224ffccc4ff0ab207ebb166f8fb2~mv2.jpg",,,,,,30,41.91,99
3M 6502 Medium for Med/High nose,,,,120.64999999999999,127.0,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000154018/,,,"https://static.wixstatic.com/media/090778_e53ea0b1d7124cc381fc16121a95a141~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_e53ea0b1d7124cc381fc16121a95a141~mv2.jpg",,,,,,30,43.18,93
3M 6503 Large for Med/High nose,,,,127.0,139.7,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000154018/,,,"https://static.wixstatic.com/media/090778_1b874d78b5214c97983d01cb22d26368~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_1b874d78b5214c97983d01cb22d26368~mv2.jpg",,,,,,30,44.449999999999996,106
3M 7501 Small for Med/High nose,,,,120.64999999999999,120.64999999999999,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057593/,,,"https://static.wixstatic.com/media/090778_146c5b14d11c47e1ace73acbdf4bc286~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_146c5b14d11c47e1ace73acbdf4bc286~mv2.jpg",,,,,,45,48.26,131
3M 7502 Medium for Med/High nose,,,,127.0,127.0,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057593/,,,"https://static.wixstatic.com/media/090778_e61f33e236574918ad46fd0b52444c0f~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_e61f33e236574918ad46fd0b52444c0f~mv2.jpg",,,,,,45,48.26,122
3M 7503 Large for High nose,,,,133.35,133.35,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v000057593/,,,"https://static.wixstatic.com/media/090778_7bbc1bcb937e466ba4aec34e539bcd6d~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_7bbc1bcb937e466ba4aec34e539bcd6d~mv2.jpg",,,,,,45,48.26,139
3M 6200DD Medium for Med/High nose,,,,114.3,127.0,N95,Elastomeric,Headstrap,,Discontinued,,,https://www.professionalsafetysupply.com/v/vspfiles/photos/901-1000303-2.jpg,,,,,,30,40.64,99
3M Secure-Click Small for Med/High nose,,,,107.94999999999999,120.64999999999999,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v100837635/,,,"https://static.wixstatic.com/media/090778_ad17473c06c845e4aa8dc442c9bc4b06~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_ad17473c06c845e4aa8dc442c9bc4b06~mv2.jpg",,,,,,45,38.099999999999994,187
3M Secure-Click Medium for High nose,,,,120.64999999999999,127.0,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v100837635/,,,"https://static.wixstatic.com/media/090778_512738a101904edbadcc2c46d84b2f5d~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_512738a101904edbadcc2c46d84b2f5d~mv2.jpg",,,,,,45,40.64,187
3M Secure-Click Large for High nose,,,,120.64999999999999,133.35,N95,Elastomeric,Headstrap,,https://www.3m.com/3M/en_US/p/d/v100837635/,,,"https://static.wixstatic.com/media/090778_95af82e7fb274a8c91ec6c9df6a14e05~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_95af82e7fb274a8c91ec6c9df6a14e05~mv2.jpg",,,,,,45,43.18,194
AirBoss AirBoss L/XL for Med/High nose,,,,107.94999999999999,114.3,N100,Elastomeric,Headstrap,,https://www.adg.com/store,,,"https://static.wixstatic.com/media/090778_52e10ea8b31244848fb0dae26c336476~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_52e10ea8b31244848fb0dae26c336476~mv2.jpg",,,,,,65,30.479999999999997,142
AirBoss AirBoss S/M for Med/High nose,,,,107.94999999999999,114.3,N100,Elastomeric,Headstrap,,https://www.adg.com/store,,,"https://static.wixstatic.com/media/090778_ba05c2e1330c4c8b9fa3ccead0c05a32~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_ba05c2e1330c4c8b9fa3ccead0c05a32~mv2.jpg",,,,,,65,30.479999999999997,127
Armbrust Breathe99 One Size for Medium nose,,,,107.94999999999999,107.94999999999999,,Elastomeric,Headstrap,,https://www.armbrustusa.com/products/breathe99-elastomeric-mask?variant=40070663471237,,,"https://static.wixstatic.com/media/090778_6e1dea23870240beb54b0600950dafc4~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_6e1dea23870240beb54b0600950dafc4~mv2.jpg",,,,,,60,15.239999999999998,42
AYYBF M601  Medium for Med/High nose,,,,120.64999999999999,127.0,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B08ZY1YYGN,,,"https://static.wixstatic.com/media/090778_5e4ddc4d04ef4413a32a2296cdfc7b2d~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_5e4ddc4d04ef4413a32a2296cdfc7b2d~mv2.jpg",,,,,,16,38.099999999999994,83
BAOMAO US-SW-10 One Size for Med/High nose,,,,127.0,133.35,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B08LZ18B4Q,,,"https://static.wixstatic.com/media/090778_6728e6b07fe7439c8d2c5a6532cb497c~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_6728e6b07fe7439c8d2c5a6532cb497c~mv2.jpg",,,,,,15,38.099999999999994,108
CNSTRONG Clear One Size for Medium nose,,,,127.0,127.0,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B0BB22MGFB,,,"https://static.wixstatic.com/media/090778_97aee94d51a647a2b6c98a32fac499d6~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_97aee94d51a647a2b6c98a32fac499d6~mv2.jpg",,,,,,20,,128
Dentec ComfortAir S/M for Med/High nose,,,,107.94999999999999,120.64999999999999,N95,Elastomeric,Headstrap,,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,,,https://assets.fishersci.com/TFS-Assets/CCG/Dentec-Safety/product-images/1-L-DN5.jpg-650.jpg,,,,,,25,38.099999999999994,120
Dentec ComfortAir Medium for High nose,,,,127.0,127.0,N95,Elastomeric,Headstrap,,https://dentecsafety.com/usa/product/comfort-air-series-100-silicone-mask-diskit-p100ov-filters/,,,"https://static.wixstatic.com/media/090778_daef924f6c4345148c982150268a08b9~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_daef924f6c4345148c982150268a08b9~mv2.jpg",,,,,,40,44.449999999999996,129
Dentec Comfortair M/L for Med/High nose,,,,107.94999999999999,120.64999999999999,N95,Elastomeric,Headstrap,,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,,,"https://static.wixstatic.com/media/090778_1859b88f01074f4ba4acade0129f1d25~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_1859b88f01074f4ba4acade0129f1d25~mv2.jpg",,,,,,25,44.449999999999996,101
Dentec Comfortair NX M/L for Med/High nose,,,,114.3,120.64999999999999,N95,Elastomeric,Headstrap,,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,,,"https://static.wixstatic.com/media/090778_31b27680cff74a61a065166b93b8f145~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_31b27680cff74a61a065166b93b8f145~mv2.jpg",,,,,,25,44.449999999999996,101
Drager 3500 Small for High nose,,,,101.6,114.3,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B0732DPD8W/,,,"https://static.wixstatic.com/media/090778_7985471bce0047b49488c4a70e5d64ea~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_7985471bce0047b49488c4a70e5d64ea~mv2.jpg",,,,,,30,38.099999999999994,99
Drager 3500 Medium for High nose,,,,107.94999999999999,127.0,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B0732DPD8W/,,,"https://static.wixstatic.com/media/090778_8ce85577038a41b9bf1982b1e190dee6~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_8ce85577038a41b9bf1982b1e190dee6~mv2.jpg",,,,,,30,38.099999999999994,102
Drager 3500 Large for High nose,,,,114.3,139.7,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B0732DPD8W/,,,"https://static.wixstatic.com/media/090778_9204f5c3c18a4f31929f1c6c28a487bf~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_9204f5c3c18a4f31929f1c6c28a487bf~mv2.jpg",,,,,,30,44.449999999999996,101
Elastomask Pro Elastomask Pro Small for Med/High nose,,,,114.3,120.64999999999999,N95,Elastomeric,Headstrap,,https://reusable-respirators.com/product/elastomaskpro-respirator/,,,"https://static.wixstatic.com/media/090778_becd26b458164b0289b7836ed6b6a4bf~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_becd26b458164b0289b7836ed6b6a4bf~mv2.jpg",,,,,,80,45.72,121
Elastomask Pro Elastomask Pro Medium/Large for Med/High nose,,,,120.64999999999999,133.35,N95,Elastomeric,Headstrap,,https://reusable-respirators.com/product/elastomaskpro-respirator/,,,"https://static.wixstatic.com/media/090778_2da33a6de6554c58b6f21f7751af74ef~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_2da33a6de6554c58b6f21f7751af74ef~mv2.jpg",,,,,,80,40.64,126
Envo Envo Classic One Size for Med/Low nose,,,,116.83999999999999,101.6,N95,Elastomeric,Headstrap,,https://envomask.com/product/envomask-n95-respirator-kit/,,,"https://static.wixstatic.com/media/090778_e03f3747979e48be987a7abab49f5d23~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_e03f3747979e48be987a7abab49f5d23~mv2.jpg",,,,,,49,15.239999999999998,100
Envo Envo Pro XL for Medium nose,,,,120.64999999999999,139.7,N95,Elastomeric,Headstrap,,https://envomask.com/product/envo-pro-n95-respirator-kit/,,,"https://static.wixstatic.com/media/090778_38b8762f3a9a40a28e1fe18a9bf038bb~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_38b8762f3a9a40a28e1fe18a9bf038bb~mv2.jpg",,,,,,69,45.72,94
Envo Envo Pro Regular for Medium nose,,,,127.0,139.7,N95,Elastomeric,Headstrap,,https://envomask.com/product/envo-pro-n95-respirator-kit/,,,"https://static.wixstatic.com/media/090778_aefd7836a6cd4a8681b85e9f1187b66a~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_aefd7836a6cd4a8681b85e9f1187b66a~mv2.jpg",,,,,,69,45.72,
Flo Flo Kids One Size for Medium nose,,,,82.55,82.55,N95,Elastomeric,Headstrap,,https://flomask.com/products/flo-mask-essential-bundle,,,"https://static.wixstatic.com/media/090778_40a3117973c64bf6b79252a3fd61c2d0~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_40a3117973c64bf6b79252a3fd61c2d0~mv2.jpg",,,,,,50,25.4,43
Flo Flo Pro Med/High for Medium nose,,,,107.94999999999999,101.6,KN95,Elastomeric,Headstrap,,https://flomask.com/products/copy-of-pre-order-flo-mask-pro-adult-mask?variant=42451461177600,,,"https://static.wixstatic.com/media/090778_a639bcabf58d412385ba444fd59393a0~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_a639bcabf58d412385ba444fd59393a0~mv2.jpg",,,,,,90,25.4,63
Flo Flo Pro Low/Med for Low nose,,,,107.94999999999999,101.6,KN95,Elastomeric,Headstrap,,https://flomask.com/products/copy-of-pre-order-flo-mask-pro-adult-mask?variant=42451461177600,,,"https://static.wixstatic.com/media/090778_dca6d5076d1b44ef9f43e5b8a33e0459~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_dca6d5076d1b44ef9f43e5b8a33e0459~mv2.jpg",,,,,,90,27.94,63
Gill Gill Small/Junior for Med/Low nose,,,,120.64999999999999,88.89999999999999,P95,Elastomeric,Headstrap,,https://www.gillmask.com/collections/frontpage,,,"https://static.wixstatic.com/media/090778_f46c692b06e343cd96cc55c4c31ba151~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_f46c692b06e343cd96cc55c4c31ba151~mv2.jpg",,,,,,12,25.4,64
Gill Gill Pro Regular for Medium nose,,,,133.35,120.64999999999999,P95,Elastomeric,Headstrap,,https://www.gillmask.com/collections/frontpage,,,"https://static.wixstatic.com/media/090778_e2550db8a5f748339945a3939fed76f5~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_e2550db8a5f748339945a3939fed76f5~mv2.jpg",,,,,,12/36,33.019999999999996,77
Gill Gill/Gill Pro Large for Medium nose,,,,146.04999999999998,127.0,P95,Elastomeric,Headstrap,,https://www.gillmask.com/collections/frontpage,,,"https://static.wixstatic.com/media/090778_4bb87e8535b74f608fc17888735a4187~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_4bb87e8535b74f608fc17888735a4187~mv2.jpg",,,,,,12/36,33.019999999999996,84/98
GVS Elipse S/M for High nose,,,,101.6,129.54,,Elastomeric,Headstrap,,https://www.amazon.com/GVS-SPR643-Elastomeric-Professionals-Replaceable/dp/B095YC3ZD5/,,,https://m.media-amazon.com/images/I/71ZXawo7E1L._AC_SX679_.jpg,,,,,,35,40.64,139
GVS Elipse M/L for High nose,,,,101.6,139.7,,Elastomeric,Headstrap,,https://www.amazon.com/GVS-SPR644-Elastomeric-Professionals-Replaceable/dp/B095YBV2T9,,,"https://static.wixstatic.com/media/090778_8df6964908e84f6299ac36dd06017114~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_8df6964908e84f6299ac36dd06017114~mv2.jpg",,,,,,35,40.64,143
GVS Elipse Integra S/M for High nose,,,,101.6,129.54,,Elastomeric,Headstrap,,https://www.amazon.com/GVS-SPR551-Elipse-Integra-Nuisance/dp/B082Y7MRQ1?th=1,,,"https://static.wixstatic.com/media/090778_a926999be5474da0890c08e957b1992d~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_a926999be5474da0890c08e957b1992d~mv2.jpg",,,,,,70,40.64,197
GVS Elipse Integra M/L for High nose,,,,101.6,139.7,,Elastomeric,Headstrap,,https://www.amazon.com/GVS-SPR552-Elipse-Integra-Nuisance/dp/B082Y6MLQ8?th=1,,,"https://static.wixstatic.com/media/090778_12cd707b575b4b0b93d98c62ffe9b92e~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_12cd707b575b4b0b93d98c62ffe9b92e~mv2.jpg",,,,,,70,40.64,207
Honeywell 5500 Medium for Med/High nose,,,,114.3,120.64999999999999,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/5500-series-half-mask,,,"https://static.wixstatic.com/media/090778_fc5296a7dfca439486b21dff455675a9~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_fc5296a7dfca439486b21dff455675a9~mv2.jpg",,,,,,20,38.099999999999994,123
Honeywell 7700 Small for Med/High nose,,,,107.94999999999999,114.3,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/7700-series-half-mask,,,"https://static.wixstatic.com/media/090778_1a052ec06c1a47f2aad800a84fe6788a~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_1a052ec06c1a47f2aad800a84fe6788a~mv2.jpg",,,,,,35,45.72,126
Honeywell 7700 Medium for Med/High nose,,,,114.3,120.64999999999999,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/7700-series-half-mask,,,"https://static.wixstatic.com/media/090778_67aee330ec544619b65c8d458f4c05c3~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_67aee330ec544619b65c8d458f4c05c3~mv2.jpg",,,,,,35,45.72,128
Honeywell 7700 Large for Med/High nose,,,,120.64999999999999,132.07999999999998,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/7700-series-half-mask,,,"https://static.wixstatic.com/media/090778_7ccbf717d4a9487680ee543ba37f2150~mv2.jpg/v1/fill/w_500,h_500,al_c,q_85/090778_7ccbf717d4a9487680ee543ba37f2150~mv2.jpg",,,,,,35,45.72,134
Honeywell RU8800 Small for Medium nose,,,,107.94999999999999,114.3,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/honeywell-north-ru8800-half-mask,,,"https://static.wixstatic.com/media/090778_cfdfc7464a014037a038b98855747664~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_cfdfc7464a014037a038b98855747664~mv2.jpg",,,,,,60,35.559999999999995,168
Honeywell RU8800 Medium/Large for Medium nose,,,,152.39999999999998,139.7,N95,Elastomeric,Headstrap,,https://sps.honeywell.com/us/en/products/safety/respiratory-protection/air-purifying-respirator-apr/honeywell-north-ru8800-half-mask,,,"https://static.wixstatic.com/media/090778_d7c99d365c42445682430ab8b1410d8b~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_d7c99d365c42445682430ab8b1410d8b~mv2.jpg",,,,,,50,43.18,209
Jingwei 6800 One Size for Medium nose,,,,127.0,120.64999999999999,N95,Elastomeric,Headstrap,,https://www.ebay.com/itm/264828846820?var=564655535736,,,"https://static.wixstatic.com/media/090778_b54ec0eaa5f545e1ac94706063e0027e~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_b54ec0eaa5f545e1ac94706063e0027e~mv2.jpg",,,,,,17,48.26,75
KAMZSZMF  610 Medium for Med/High nose,,,,120.64999999999999,127.0,N95,Elastomeric,Headstrap,,https://www.amazon.com/dp/B0BXWFRJD9,,,"https://static.wixstatic.com/media/090778_4ce3ca0c491042c583b8c572c64a048d~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_4ce3ca0c491042c583b8c572c64a048d~mv2.jpg",,,,,,14,48.26,92
Moldex 7000 Small for Med/High nose,,,,127.0,114.3,N95,Elastomeric,Headstrap,,https://www.moldex.com/product/7000-series-half-mask-respirator/,,,"https://static.wixstatic.com/media/090778_cce13c6047ae47aa9cb12cb6ef64f1f3~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_cce13c6047ae47aa9cb12cb6ef64f1f3~mv2.jpg",,,,,,30,43.18,95
Moldex 7000 Medium for Med/High nose,,,,133.35,127.0,N95,Elastomeric,Headstrap,,https://www.moldex.com/product/7000-series-half-mask-respirator/,,,"https://static.wixstatic.com/media/090778_9aeae57712844bacb9c5ef02c49b557c~mv2.jpg/v1/fill/w_600,h_600,al_c,lg_1,q_80,enc_auto/090778_9aeae57712844bacb9c5ef02c49b557c~mv2.jpg",,,,,,20,45.72,96
